城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,品牌名称,子品牌名称,价格区间,经销商价格
鞍山,纯电动,5093,宝骏KiWi EV,7.78,10.28,3,19,99,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
鞍山,纯电动,3101,AION S,13.98,19.16,4,13,176,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
鞍山,纯电动,3049,秦Pro EV,14.99,20.49,5,11,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
安顺,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,100,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.27万
安顺,纯电动,1820,秦EV,12.99,16.98,2,29,33,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
安顺,纯电动,5859,长安Lumin,4.89,6.39,3,27,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
安顺,纯电动,5008,海豚,10.28,13.08,4,15,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
安顺,纯电动,5257,QQ冰淇淋,3.99,5.752,5,13,51,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
安阳,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,90,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
安阳,纯电动,5008,海豚,10.28,13.08,2,87,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
安阳,纯电动,4629,哪吒V,7.99,12.38,3,80,192,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.37万
安阳,纯电动,5257,QQ冰淇淋,3.99,5.752,4,74,51,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
安阳,纯电动,3101,AION S,13.98,19.16,5,52,176,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
安阳,纯电动,3049,秦Pro EV,14.99,20.49,6,52,29,比亚迪,比亚迪,14.99-20.49万,14.49-19.99万
安阳,纯电动,1101,小蚂蚁,7.39,9.4,7,52,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
安阳,纯电动,4861,奔腾NAT,14.58,16.48,8,44,2,奔腾,一汽奔腾,14.58-16.48万,14.28-16.48万
安阳,纯电动,4814,AION Y,13.76,18.98,9,26,294,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
安阳,纯电动,5248,元PLUS,13.78,16.58,10,25,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
安阳,纯电动,4224,风光E1,6.78,7.38,11,20,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
安阳,纯电动,5859,长安Lumin,4.89,6.39,12,19,28,长安,长安汽车,4.89-6.39万,4.88-6.38万
安阳,纯电动,3275,哪吒U,12.38,20.18,13,19,154,哪吒汽车,合众汽车,12.38-20.18万,12.38-20.17万
安阳,纯电动,4819,思皓E10X,6.99,8.09,14,18,37,思皓,江汽集团,6.99-8.09万,6.99-8.09万
安阳,纯电动,4300,汉EV,21.48,32.98,15,14,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
安阳,纯电动,4981,元Pro,9.28,11.28,16,13,124,比亚迪,比亚迪,9.28-11.28万,9.28-11.28万
安阳,纯电动,4272,零跑T03,7.95,9.65,17,13,297,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
安阳,纯电动,5293,YOUNG光小新,0,0,18,12,4,电动屋,电动屋,暂无报价,
安阳,纯电动,4635,欧拉好猫,12.99,17.1,19,12,235,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
安阳,纯电动,5817,几何E,8.68,10.38,20,11,21,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
安阳,纯电动,3710,科莱威CLEVER,5.9999,5.9999,21,11,66,荣威,上汽集团,5.9999万,6.00万
北京,纯电动,4363,Model Y,31.69,41.79,1,1566,718,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
北京,纯电动,5248,元PLUS,13.78,16.58,2,1554,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
北京,纯电动,5008,海豚,10.28,13.08,3,921,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
北京,纯电动,4300,汉EV,21.48,32.98,4,898,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
北京,纯电动,4540,宋PLUS EV,18.08,19.78,5,827,244,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
北京,纯电动,5092,红旗E-QM5,12.28,23.98,6,691,16,红旗,一汽红旗,12.28-23.98万,12.28-23.98万
北京,纯电动,4586,ID.4 CROZZ,18.73,28.73,7,634,331,大众,一汽-大众,18.73-28.73万,18.43-28.43万
北京,纯电动,3049,秦Pro EV,14.99,20.49,8,511,29,比亚迪,比亚迪,14.99-20.49万,14.49-19.49万
北京,纯电动,4961,ID.6 CROZZ,25.23,33.69,9,503,187,大众,一汽-大众,25.23-33.69万,24.73-33.49万
北京,纯电动,4074,北京EU5,12.99,17.19,10,474,18,北京汽车,北京汽车,12.99-17.19万,9.98-17.19万
北京,纯电动,5015,ZEEKR 001,29.9,38.6,11,319,570,极氪,极氪,29.90-38.60万,29.90-38.60万
北京,纯电动,4258,ID.4 X,18.9288,28.6288,12,279,255,大众,上汽大众,18.9288-28.6288万,17.92-27.62万
北京,纯电动,4426,AION V,18.76,26.98,13,263,114,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
北京,纯电动,4899,秦PLUS EV,13.88,18.08,14,254,145,比亚迪,比亚迪,13.88-18.08万,13.88-17.58万
北京,纯电动,4981,元Pro,9.28,11.28,15,242,124,比亚迪,比亚迪,9.28-11.28万,9.28-11.28万
北京,纯电动,2843,蔚来ES6,36.8,55.4,16,241,501,蔚来,蔚来,36.80-55.40万,35.67-54.14万
北京,纯电动,3352,小鹏汽车P7,23.99,42.99,17,233,667,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
北京,纯电动,4637,极狐 阿尔法S,22.38,42.99,18,228,161,ARCFOX极狐,北汽新能源,22.38-42.99万,22.38-42.99万
北京,纯电动,3478,蔚来ET7,45.8,53.6,19,227,60,蔚来,蔚来,45.80-53.60万,44.67-52.34万
北京,纯电动,3101,AION S,13.98,19.16,20,224,176,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
北京,纯电动,4814,AION Y,13.76,18.98,21,195,294,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
北京,纯电动,3077,唐EV,27.98,33.98,22,178,104,比亚迪,比亚迪,27.98-33.98万,27.95-33.98万
北京,纯电动,4538,宝马iX3,39.99,43.99,23,177,237,宝马,华晨宝马,39.99-43.99万,35.99-39.99万
北京,纯电动,5004,小鹏汽车P5,17.79,24.99,24,176,268,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
北京,纯电动,4731,零跑C11,17.98,23.98,25,154,303,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
北京,纯电动,4385,极狐 阿尔法T,21.88,32.53,26,152,97,ARCFOX极狐,北汽新能源,21.88-32.53万,21.88-32.53万
北京,纯电动,4894,ID.6 X,25.3288,33.8888,27,149,103,大众,上汽大众,25.3288-33.8888万,24.53-33.38万
北京,纯电动,1616,蔚来ES8,47.8,65.6,28,149,212,蔚来,蔚来,47.80-65.60万,46.67-64.34万
北京,纯电动,5343,问界M5,25.98,33.18,29,135,220,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
北京,纯电动,4629,哪吒V,7.99,12.38,30,108,192,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
北京,纯电动,3275,哪吒U,12.38,20.18,31,99,154,哪吒汽车,合众汽车,12.38-20.18万,12.38-20.18万
北京,纯电动,4380,几何C,12.98,20.78,32,98,119,几何汽车,几何汽车,12.98-20.78万,12.08-20.48万
北京,纯电动,3762,Model 3,29.0988,36.79,33,98,603,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
北京,纯电动,4499,五菱宏光MINIEV,3.28,7.28,34,95,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
北京,纯电动,5217,大众ID.3,14.9888,18.5288,35,82,169,大众,上汽大众,14.9888-18.5288万,14.18-17.72万
北京,纯电动,3157,几何A,12.68,20.78,36,79,154,几何汽车,几何汽车,12.68-20.78万,12.38-20.78万
北京,纯电动,5817,几何E,8.68,10.38,37,71,21,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
北京,纯电动,4304,飞凡ER6,15.98,20.18,38,65,43,飞凡汽车,上汽集团,15.98-20.18万,15.98-20.18万
北京,纯电动,2819,小鹏汽车G3,16.89,20.19,39,59,183,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
北京,纯电动,4635,欧拉好猫,12.99,17.1,40,57,235,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
北京,纯电动,1729,奔驰EQA,32.18,36.58,41,51,35,奔驰,北京奔驰,32.18-36.58万,22.08-26.48万
北京,纯电动,1101,小蚂蚁,7.39,9.4,42,51,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
北京,纯电动,4760,岚图FREE,31.36,41.99,43,46,320,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
北京,纯电动,3932,奔驰EQB,35.18,43.78,44,43,36,奔驰,北京奔驰,35.18-43.78万,22.53-31.13万
北京,纯电动,4211,宝马i4,44.99,53.99,45,39,26,宝马,宝马(进口),44.99-53.99万,44.99-53.99万
北京,纯电动,4890,福特电马,27.59,38.99,46,36,203,福特,长安福特,27.59-38.99万,27.59-38.99万
北京,纯电动,4924,沃尔沃C40 RECHARGE,27.834,32.8,47,35,5,沃尔沃,沃尔沃亚太,27.834-32.80万,25.57-32.80万
北京,纯电动,4357,蔚来EC6,37.8,55.4,48,35,254,蔚来,蔚来,37.80-55.40万,36.67-54.14万
北京,纯电动,3455,比亚迪e2,9.58,15.08,49,33,106,比亚迪,比亚迪,9.58-15.08万,9.08-14.48万
北京,纯电动,3719,奔驰EQC,49.19,57.98,50,32,59,奔驰,北京奔驰,49.19-57.98万,29.09-37.88万
北京,纯电动,4738,沃尔沃XC40 RECHARGE,27.834,30.9,51,28,55,沃尔沃,沃尔沃亚太,27.834-30.90万,26.70-30.90万
北京,纯电动,4585,东风本田M-NV,14.98,15.98,52,28,17,思铭,东风本田,14.98-15.98万,11.98-12.98万
北京,纯电动,3503,AION LX,28.66,46.96,53,28,51,埃安,广汽埃安新能源,28.66-46.96万,28.66-46.96万
北京,纯电动,5819,蔚来ES7,46.8,54.8,54,26,6,蔚来,蔚来,46.80-54.80万,45.67-53.79万
北京,纯电动,3408,国机智骏GX5,11.58,13.98,55,26,3,国机智骏,国机智骏,11.58-13.98万,11.58-13.98万
北京,纯电动,3398,威马W6,18.98,25.98,56,26,172,威马汽车,威马汽车,18.98-25.98万,16.68-23.98万
北京,纯电动,4272,零跑T03,7.95,9.65,57,23,297,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
北京,纯电动,3359,微蓝6,17.79,19.69,58,23,79,别克,上汽通用别克,17.79-19.69万,12.89-14.79万
北京,纯电动,3663,Taycan,89.8,183.8,59,21,121,保时捷,保时捷,89.80-183.80万,89.80-183.80万
北京,纯电动,5297,欧拉芭蕾猫,19.3,22.3,60,20,15,欧拉,长城汽车,19.30-22.30万,19.30-22.30万
北京,纯电动,5859,长安Lumin,4.89,6.39,61,19,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
北京,纯电动,4224,风光E1,6.78,7.38,62,17,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
北京,纯电动,5306,长安深蓝SL03,16.89,69.99,63,15,28,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
北京,纯电动,5089,合创Z03,13.28,17.88,64,15,44,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
北京,纯电动,4861,奔腾NAT,14.58,16.48,65,15,2,奔腾,一汽奔腾,14.58-16.48万,13.58-15.48万
北京,纯电动,3349,北京EU7,15.99,17.59,66,15,16,北京汽车,北京汽车,15.99-17.59万,13.40-17.59万
北京,纯电动,4543,奥迪e-tron,54.68,64.88,67,13,45,奥迪,一汽-大众奥迪,54.68-64.88万,49.21-58.39万
北京,纯电动,4087,广汽丰田iA5,15.98,19.28,68,13,13,广汽集团,广汽丰田,15.98-19.28万,13.48-16.78万
北京,纯电动,3975,高合HiPhi X,57,80,69,13,215,高合,华人运通,57.00-80.00万,57.00-80.00万
北京,纯电动,1760,荣威Ei5,14.48,15.88,70,11,31,荣威,上汽集团,14.48-15.88万,14.18-15.58万
白城,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,12,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
百色,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,84,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
百色,纯电动,1101,小蚂蚁,7.39,9.4,2,35,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
百色,纯电动,3351,启辰D60 EV,14.4775,17.88,3,32,9,启辰,东风日产启辰,14.4775-17.88万,14.48-16.88万
百色,纯电动,5257,QQ冰淇淋,3.99,5.752,4,19,51,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
百色,纯电动,3049,秦Pro EV,14.99,20.49,5,19,29,比亚迪,比亚迪,14.99-20.49万,14.49-20.49万
百色,纯电动,5859,长安Lumin,4.89,6.39,6,15,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
百色,纯电动,5248,元PLUS,13.78,16.58,7,15,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
百色,纯电动,3359,微蓝6,17.79,19.69,8,13,79,别克,上汽通用别克,17.79-19.69万,13.99-15.89万
百色,纯电动,4814,AION Y,13.76,18.98,9,12,294,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
百色,纯电动,3710,科莱威CLEVER,5.9999,5.9999,10,12,66,荣威,上汽集团,5.9999万,6.00万
百色,纯电动,4819,思皓E10X,6.99,8.09,11,11,37,思皓,江汽集团,6.99-8.09万,6.99-8.09万
白山,纯电动,5092,红旗E-QM5,12.28,23.98,1,29,16,红旗,一汽红旗,12.28-23.98万,11.28-23.98万
白银,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,40,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
白银,纯电动,2986,长安欧尚A600 EV,14.98,14.98,2,16,5,长安凯程,长安轻型车,14.98万,14.88万
蚌埠,纯电动,5008,海豚,10.28,13.08,1,44,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
蚌埠,纯电动,4499,五菱宏光MINIEV,3.28,7.28,2,38,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
蚌埠,纯电动,5859,长安Lumin,4.89,6.39,3,25,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
蚌埠,纯电动,1101,小蚂蚁,7.39,9.4,4,24,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
蚌埠,纯电动,5248,元PLUS,13.78,16.58,5,20,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
蚌埠,纯电动,1820,秦EV,12.99,16.98,6,19,33,比亚迪,比亚迪,12.99-16.98万,15.24-16.98万
蚌埠,纯电动,3359,微蓝6,17.79,19.69,7,17,79,别克,上汽通用别克,17.79-19.69万,14.29-16.19万
蚌埠,纯电动,5817,几何E,8.68,10.38,8,16,21,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
蚌埠,纯电动,4224,风光E1,6.78,7.38,9,13,0,东风风光,东风小康,6.78-7.38万,6.77-7.37万
蚌埠,纯电动,4819,思皓E10X,6.99,8.09,10,12,37,思皓,江汽集团,6.99-8.09万,6.99-8.09万
蚌埠,纯电动,4629,哪吒V,7.99,12.38,11,11,192,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
蚌埠,纯电动,3049,秦Pro EV,14.99,20.49,12,11,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
保定,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,271,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.27-7.27万
保定,纯电动,5008,海豚,10.28,13.08,2,129,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
保定,纯电动,4363,Model Y,31.69,41.79,3,96,718,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
保定,纯电动,5859,长安Lumin,4.89,6.39,4,78,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
保定,纯电动,5248,元PLUS,13.78,16.58,5,62,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
保定,纯电动,3351,启辰D60 EV,14.4775,17.88,6,46,9,启辰,东风日产启辰,14.4775-17.88万,12.48-17.88万
保定,纯电动,5257,QQ冰淇淋,3.99,5.752,7,43,51,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
保定,纯电动,3049,秦Pro EV,14.99,20.49,8,41,29,比亚迪,比亚迪,14.99-20.49万,14.49-19.49万
保定,纯电动,4300,汉EV,21.48,32.98,9,30,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
保定,纯电动,3710,科莱威CLEVER,5.9999,5.9999,10,26,66,荣威,上汽集团,5.9999万,6.00万
保定,纯电动,4635,欧拉好猫,12.99,17.1,11,24,235,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
保定,纯电动,4814,AION Y,13.76,18.98,12,19,294,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
保定,纯电动,1820,秦EV,12.99,16.98,13,17,33,比亚迪,比亚迪,12.99-16.98万,12.49-16.48万
保定,纯电动,4540,宋PLUS EV,18.08,19.78,14,16,244,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
保定,纯电动,4981,元Pro,9.28,11.28,15,15,124,比亚迪,比亚迪,9.28-11.28万,9.28-11.28万
保定,纯电动,3157,几何A,12.68,20.78,16,14,154,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
保定,纯电动,3101,AION S,13.98,19.16,17,14,176,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
保定,纯电动,735,帝豪EV,13.68,15.58,18,14,23,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
保定,纯电动,4586,ID.4 CROZZ,18.73,28.73,19,13,331,大众,一汽-大众,18.73-28.73万,16.23-26.23万
保定,纯电动,4304,飞凡ER6,15.98,20.18,20,12,43,飞凡汽车,上汽集团,15.98-20.18万,15.98-20.18万
保定,纯电动,4503,凌宝BOX,4.18,6.88,21,11,7,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
保定,纯电动,3455,比亚迪e2,9.58,15.08,22,11,106,比亚迪,比亚迪,9.58-15.08万,9.08-14.58万
保定,纯电动,1655,东风风神E70,13.88,14.98,23,11,16,东风风神,东风乘用车,13.88-14.98万,13.88-14.98万
宝鸡,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,79,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
宝鸡,纯电动,5092,红旗E-QM5,12.28,23.98,2,41,16,红旗,一汽红旗,12.28-23.98万,12.28-23.98万
宝鸡,纯电动,5008,海豚,10.28,13.08,3,31,315,比亚迪,比亚迪,10.28-13.08万,11.13-14.33万
宝鸡,纯电动,5248,元PLUS,13.78,16.58,4,23,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
宝鸡,纯电动,4300,汉EV,21.48,32.98,5,18,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
宝鸡,纯电动,1820,秦EV,12.99,16.98,6,13,33,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
宝鸡,纯电动,5859,长安Lumin,4.89,6.39,7,12,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
保山,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,189,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
保山,纯电动,5257,QQ冰淇淋,3.99,5.752,2,19,51,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
保山,纯电动,4819,思皓E10X,6.99,8.09,3,14,37,思皓,江汽集团,6.99-8.09万,6.99-8.09万
保山,纯电动,1820,秦EV,12.99,16.98,4,13,33,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
保山,纯电动,1101,小蚂蚁,7.39,9.4,5,11,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
包头,纯电动,5008,海豚,10.28,13.08,1,45,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
包头,纯电动,5343,问界M5,25.98,33.18,2,40,220,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
包头,纯电动,4499,五菱宏光MINIEV,3.28,7.28,3,38,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
包头,纯电动,1820,秦EV,12.99,16.98,4,36,33,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
包头,纯电动,5859,长安Lumin,4.89,6.39,5,29,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
包头,纯电动,3710,科莱威CLEVER,5.9999,5.9999,6,25,66,荣威,上汽集团,5.9999万,6.00万
包头,纯电动,4540,宋PLUS EV,18.08,19.78,7,24,244,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
包头,纯电动,4300,汉EV,21.48,32.98,8,21,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
包头,纯电动,5248,元PLUS,13.78,16.58,9,16,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
包头,纯电动,4629,哪吒V,7.99,12.38,10,14,192,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
包头,纯电动,4981,元Pro,9.28,11.28,11,11,124,比亚迪,比亚迪,9.28-11.28万,9.28-11.28万
巴彦淖尔,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,15,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
巴中,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,18,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
巴中,纯电动,1820,秦EV,12.99,16.98,2,13,33,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
巴中,纯电动,4814,AION Y,13.76,18.98,3,12,294,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
巴中,纯电动,4731,零跑C11,17.98,23.98,4,12,303,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
北海,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,64,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
北海,纯电动,3049,秦Pro EV,14.99,20.49,2,42,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
北海,纯电动,5008,海豚,10.28,13.08,3,29,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
北海,纯电动,4629,哪吒V,7.99,12.38,4,28,192,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
北海,纯电动,3351,启辰D60 EV,14.4775,17.88,5,25,9,启辰,东风日产启辰,14.4775-17.88万,12.98-16.88万
北海,纯电动,5859,长安Lumin,4.89,6.39,6,22,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
北海,纯电动,1655,东风风神E70,13.88,14.98,7,21,16,东风风神,东风乘用车,13.88-14.98万,13.88-14.98万
北海,纯电动,1101,小蚂蚁,7.39,9.4,8,20,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
北海,纯电动,4635,欧拉好猫,12.99,17.1,9,13,235,欧拉,长城汽车,12.99-17.10万,12.99-17.09万
北海,纯电动,1810,风行S50 EV,13.19,15.99,10,11,17,东风风行,东风风行,13.19-15.99万,12.19-14.99万
本溪,纯电动,1820,秦EV,12.99,16.98,1,11,33,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
毕节,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,81,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
毕节,纯电动,5859,长安Lumin,4.89,6.39,2,19,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
毕节,纯电动,3049,秦Pro EV,14.99,20.49,3,19,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
毕节,纯电动,5248,元PLUS,13.78,16.58,4,18,312,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
毕节,纯电动,5008,海豚,10.28,13.08,5,15,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
毕节,纯电动,1810,风行S50 EV,13.19,15.99,6,14,17,东风风行,东风风行,13.19-15.99万,13.19-15.99万
毕节,纯电动,3157,几何A,12.68,20.78,7,13,154,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
毕节,纯电动,3351,启辰D60 EV,14.4775,17.88,8,12,9,启辰,东风日产启辰,14.4775-17.88万,11.98-16.88万
毕节,纯电动,4300,汉EV,21.48,32.98,9,11,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
滨州,纯电动,4499,五菱宏光MINIEV,3.28,7.28,1,256,495,五菱汽车,上汽通用五菱,3.28-7.28万,3.28-7.28万
滨州,纯电动,5008,海豚,10.28,13.08,2,62,315,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
滨州,纯电动,5859,长安Lumin,4.89,6.39,3,55,28,长安,长安汽车,4.89-6.39万,4.89-6.39万
滨州,纯电动,4300,汉EV,21.48,32.98,4,53,1017,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
滨州,纯电动,1101,小蚂蚁,7.39,9.4,5,53,188,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
