城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,品牌名称,子品牌名称,价格区间,经销商价格
鞍山,纯电动,5248,元PLUS,13.78,16.58,2,15,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
安庆,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,187,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
安庆,纯电动,5859,长安Lumin,4.89,6.39,2,99,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
安庆,纯电动,5257,QQ冰淇淋,3.99,5.752,3,65,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
安庆,纯电动,1101,小蚂蚁,7.39,9.4,4,46,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
安庆,纯电动,5008,海豚,10.28,13.08,5,36,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
安庆,纯电动,5248,元PLUS,13.78,16.58,6,26,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
安庆,纯电动,3710,科莱威CLEVER,5.9999,5.9999,7,25,77,荣威,上汽集团,5.9999万,6.00万
安庆,纯电动,4819,花仙子,6.69,9.09,8,22,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
安庆,纯电动,4629,哪吒V,7.99,12.38,9,22,226,哪吒汽车,合众汽车,7.99-12.38万,7.69-12.08万
安庆,纯电动,4635,欧拉好猫,12.99,17.1,10,20,245,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
安庆,纯电动,4300,汉EV,21.48,32.98,11,15,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
安庆,纯电动,5579,海豹,20.98,28.68,12,13,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
安庆,纯电动,5343,问界M5,25.98,33.18,13,12,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
安庆,纯电动,2311,江淮iEVA50,14.98,15.58,14,12,3,江淮,江淮汽车,14.98-15.58万,12.98-13.38万
安庆,纯电动,5817,几何E,8.68,13.18,15,11,53,几何汽车,几何汽车,8.68-13.18万,8.18-13.18万
安康,纯电动,5008,海豚,10.28,13.08,1,16,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
安康,纯电动,4499,五菱宏光MINIEV,3.28,9.99,2,12,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
安顺,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,118,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
安顺,纯电动,1820,秦EV,12.99,16.98,2,29,34,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
安顺,纯电动,5859,长安Lumin,4.89,6.39,3,26,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
安顺,纯电动,5008,海豚,10.28,13.08,4,14,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
安顺,纯电动,5580,富康ES600,15.38,16.38,5,11,3,东风富康,神龙汽车,15.38-16.38万,15.38-16.38万
安顺,纯电动,5257,QQ冰淇淋,3.99,5.752,6,11,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
北京,纯电动,4363,Model Y,29.9988,39.79,1,2395,857,特斯拉,特斯拉中国,29.9988-39.79万,28.89-39.79万
北京,纯电动,5248,元PLUS,13.78,16.58,2,1399,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
北京,纯电动,4540,宋PLUS EV,18.08,19.78,3,905,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
北京,纯电动,4074,北京EU5,12.99,17.19,4,800,20,北京汽车,北京汽车,12.99-17.19万,9.98-17.19万
北京,纯电动,4300,汉EV,21.48,32.98,5,526,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
北京,纯电动,4586,ID.4 CROZZ,18.73,28.73,6,469,375,大众,一汽-大众,18.73-28.73万,18.23-27.33万
北京,纯电动,3762,Model 3,27.6988,34.99,7,413,673,特斯拉,特斯拉中国,27.6988-34.99万,26.59-34.99万
北京,纯电动,5015,ZEEKR 001,29.9,38.6,8,373,912,极氪,极氪,29.90-38.60万,29.90-38.60万
北京,纯电动,5008,海豚,10.28,13.08,9,301,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
北京,纯电动,5819,蔚来ES7,46.8,54.8,10,262,29,蔚来,蔚来,46.80-54.80万,45.67-53.79万
北京,纯电动,4637,极狐 阿尔法S,22.38,42.99,11,235,223,ARCFOX极狐,北汽新能源,22.38-42.99万,22.38-42.99万
北京,纯电动,4538,宝马iX3,39.99,43.99,12,213,274,宝马,华晨宝马,39.99-43.99万,29.90-33.20万
北京,纯电动,5343,问界M5,25.98,33.18,13,195,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
北京,纯电动,5579,海豹,20.98,28.68,14,193,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
北京,纯电动,3077,唐EV,27.98,33.98,15,193,123,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
北京,纯电动,4385,极狐 阿尔法T,21.88,32.53,16,185,136,ARCFOX极狐,北汽新能源,21.88-32.53万,21.88-32.53万
北京,纯电动,4258,ID.4 X,18.9288,28.6288,17,174,323,大众,上汽大众,18.9288-28.6288万,15.93-28.63万
北京,纯电动,4961,ID.6 CROZZ,25.23,33.69,18,172,212,大众,一汽-大众,25.23-33.69万,23.63-32.09万
北京,纯电动,4814,AION Y,13.76,18.98,19,170,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
北京,纯电动,3478,蔚来ET7,45.8,53.6,20,147,104,蔚来,蔚来,45.80-53.60万,44.67-52.34万
北京,纯电动,5306,长安深蓝SL03,16.89,69.99,21,126,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
北京,纯电动,5409,蔚来ET5,32.8,38.6,22,117,29,蔚来,蔚来,32.80-38.60万,32.80-38.60万
北京,纯电动,4426,AION V,18.76,26.98,23,116,157,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
北京,纯电动,4899,秦PLUS EV,13.88,18.08,24,112,167,比亚迪,比亚迪,13.88-18.08万,13.88-18.08万
北京,纯电动,4731,零跑C11,17.98,23.98,25,93,478,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
北京,纯电动,5461,小鹏G9,30.99,46.99,26,87,57,小鹏汽车,小鹏汽车,30.99-46.99万,30.99-46.99万
北京,纯电动,3349,北京EU7,15.99,17.59,27,83,17,北京汽车,北京汽车,15.99-17.59万,13.40-17.59万
北京,纯电动,5322,smart精灵#1,19.42,27.9,28,82,47,smart,smart,19.42-27.90万,19.42-27.90万
北京,纯电动,2843,蔚来ES6,38.6,55.4,29,80,515,蔚来,蔚来,38.60-55.40万,37.47-54.14万
北京,纯电动,5217,大众ID.3,14.9888,18.5288,30,74,211,大众,上汽大众,14.9888-18.5288万,14.99-18.53万
北京,纯电动,3275,哪吒U,12.38,18.58,31,74,173,哪吒汽车,合众汽车,12.38-18.58万,12.38-18.58万
北京,纯电动,5416,梦想家 EV,36.99,68.99,32,73,29,岚图,岚图汽车,36.99-68.99万,36.99-68.99万
北京,纯电动,3101,AION S,13.98,19.16,33,70,202,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
北京,纯电动,5004,小鹏P5,17.99,22.59,34,60,316,小鹏汽车,小鹏汽车,17.99-22.59万,16.09-20.69万
北京,纯电动,4668,奔驰EQS,84.5,131.4,35,58,41,奔驰,梅赛德斯-EQ,84.50-131.40万,60.50-107.40万
北京,纯电动,3023,宝马iX,74.69,99.69,36,57,26,宝马,宝马(进口),74.69-99.69万,63.30-93.97万
北京,纯电动,4629,哪吒V,7.99,12.38,37,56,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
北京,纯电动,4499,五菱宏光MINIEV,3.28,9.99,38,55,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
北京,纯电动,4380,几何C,12.98,20.78,39,54,126,几何汽车,几何汽车,12.98-20.78万,11.98-19.98万
北京,纯电动,3352,小鹏P7,23.99,28.59,40,54,743,小鹏汽车,小鹏汽车,23.99-28.59万,22.69-26.09万
北京,纯电动,5358,LYRIQ锐歌,43.97,47.97,41,52,16,凯迪拉克,上汽通用凯迪拉克,43.97-47.97万,43.97-47.97万
北京,纯电动,4894,ID.6 X,25.3288,33.8888,42,51,123,大众,上汽大众,25.3288-33.8888万,22.33-33.89万
北京,纯电动,5106,零跑C01,19.38,28.68,43,48,209,零跑汽车,零跑汽车,19.38-28.68万,19.38-28.68万
北京,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,44,43,13,奥迪,一汽-大众奥迪,29.99-37.71万,29.99-37.71万
北京,纯电动,5092,红旗E-QM5,12.28,20.78,45,41,24,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
北京,纯电动,3157,几何A,12.68,20.78,46,40,170,几何汽车,几何汽车,12.68-20.78万,11.68-20.78万
北京,纯电动,5817,几何E,8.68,13.18,47,34,53,几何汽车,几何汽车,8.68-13.18万,7.98-12.68万
北京,纯电动,4529,飞凡MARVEL R,22.98,26.98,48,33,76,飞凡汽车,飞凡汽车,22.98-26.98万,22.98-26.98万
北京,纯电动,5859,长安Lumin,4.89,6.39,49,31,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
北京,纯电动,4272,零跑T03,7.95,9.65,50,31,347,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
北京,纯电动,1616,蔚来ES8,49.6,65.6,51,31,223,蔚来,蔚来,49.60-65.60万,48.47-64.34万
北京,纯电动,5053,欧拉闪电猫,18.98,26.98,52,28,60,欧拉,长城汽车,18.98-26.98万,18.98-26.98万
北京,纯电动,4224,风光E1,6.78,7.38,53,28,1,东风风光,东风小康,6.78-7.38万,6.78-7.38万
北京,纯电动,2819,小鹏G3,16.89,20.19,54,28,188,小鹏汽车,小鹏汽车,16.89-20.19万,14.99-18.19万
北京,纯电动,1101,小蚂蚁,7.39,9.4,55,27,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
北京,纯电动,5813,奔驰EQE,47.8,53.43,56,25,16,奔驰,北京奔驰,47.80-53.43万,41.80-47.43万
北京,纯电动,4980,飞凡R7,30.25,36.95,57,25,47,飞凡汽车,飞凡汽车,30.25-36.95万,30.25-36.95万
北京,纯电动,4635,欧拉好猫,12.99,17.1,58,25,245,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
北京,纯电动,4211,宝马i4,44.99,53.99,59,23,31,宝马,宝马(进口),44.99-53.99万,43.00-52.48万
北京,纯电动,4738,沃尔沃XC40 RECHARGE,27.99,31.9,60,22,60,沃尔沃,沃尔沃亚太,27.99-31.90万,27.99-31.90万
北京,纯电动,3339,奕泽E进擎,22.58,25.38,61,21,14,丰田,一汽丰田,22.58-25.38万,13.78-17.38万
北京,纯电动,4585,东风本田M-NV,14.98,15.98,62,20,19,思铭,东风本田,14.98-15.98万,11.98-12.98万
北京,纯电动,4870,智己L7,33.88,57.88,63,19,104,智己汽车,智己汽车,33.88-57.88万,33.88-57.88万
北京,纯电动,5895,ARIYA 艾睿雅,27.28,34.28,64,17,44,日产,东风日产,27.28-34.28万,25.28-29.78万
北京,纯电动,5089,合创Z03,13.28,17.88,65,17,61,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
北京,纯电动,4890,福特电马,24.99,36.99,66,14,237,福特,福特新能源,24.99-36.99万,24.99-36.99万
北京,纯电动,4861,奔腾NAT,14.78,16.48,67,13,4,奔腾,一汽奔腾,14.78-16.48万,13.68-15.48万
北京,纯电动,4760,岚图FREE,31.36,41.99,68,13,383,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
北京,纯电动,5818,荣威iMAX8 EV,25.98,35.98,69,12,6,荣威,上汽集团,25.98-35.98万,25.98-35.98万
北京,纯电动,5063,上汽大通MAXUS MIFA 9,27.99,41.99,70,12,11,上汽大通MAXUS,上汽大通,27.99-41.99万,27.99-41.99万
北京,纯电动,5054,捷尼赛思G80 EV,40.68,47.58,71,12,1,捷尼赛思,捷尼赛思,40.68-47.58万,40.68-47.58万
北京,纯电动,3503,AION LX,28.66,46.96,72,12,59,埃安,广汽埃安新能源,28.66-46.96万,28.66-46.96万
北京,纯电动,3398,威马W6,19.58,25.98,73,12,182,威马汽车,威马汽车,19.58-25.98万,19.58-25.98万
北京,纯电动,4543,奥迪e-tron,54.68,64.88,74,11,47,奥迪,一汽-大众奥迪,54.68-64.88万,43.74-51.90万
蚌埠,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,84,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
蚌埠,纯电动,5859,长安Lumin,4.89,6.39,2,31,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
蚌埠,纯电动,5151,枫叶60s,7.98,14.98,3,24,6,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.48-14.48万
蚌埠,纯电动,735,帝豪EV,14.68,16.98,4,22,24,几何汽车,几何汽车,14.68-16.98万,13.68-15.58万
蚌埠,纯电动,5248,元PLUS,13.78,16.58,5,21,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
蚌埠,纯电动,1820,秦EV,12.99,16.98,6,21,34,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
蚌埠,纯电动,3710,科莱威CLEVER,5.9999,5.9999,7,20,77,荣威,上汽集团,5.9999万,6.00万
蚌埠,纯电动,5817,几何E,8.68,13.18,8,19,53,几何汽车,几何汽车,8.68-13.18万,8.18-12.68万
蚌埠,纯电动,1101,小蚂蚁,7.39,9.4,9,16,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
蚌埠,纯电动,4300,汉EV,21.48,32.98,10,15,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
蚌埠,纯电动,4224,风光E1,6.78,7.38,11,12,1,东风风光,东风小康,6.78-7.38万,6.77-7.37万
蚌埠,纯电动,5008,海豚,10.28,13.08,12,11,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
蚌埠,纯电动,4814,AION Y,13.76,18.98,13,11,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
保定,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,175,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.27-9.98万
保定,纯电动,5008,海豚,10.28,13.08,2,138,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
保定,纯电动,4363,Model Y,29.9988,39.79,3,128,857,特斯拉,特斯拉中国,29.9988-39.79万,28.89-39.79万
保定,纯电动,5859,长安Lumin,4.89,6.39,4,97,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
保定,纯电动,5248,元PLUS,13.78,16.58,5,84,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
保定,纯电动,4629,哪吒V,7.99,12.38,6,44,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
保定,纯电动,3710,科莱威CLEVER,5.9999,5.9999,7,36,77,荣威,上汽集团,5.9999万,6.00万
保定,纯电动,5579,海豹,20.98,28.68,8,26,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
保定,纯电动,3762,Model 3,27.6988,34.99,9,19,673,特斯拉,特斯拉中国,27.6988-34.99万,26.59-34.99万
保定,纯电动,5306,长安深蓝SL03,16.89,69.99,10,17,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
保定,纯电动,4861,奔腾NAT,14.78,16.48,11,16,4,奔腾,一汽奔腾,14.78-16.48万,14.78-16.48万
保定,纯电动,4300,汉EV,21.48,32.98,12,16,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
保定,纯电动,5257,QQ冰淇淋,3.99,5.752,13,13,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
保定,纯电动,4540,宋PLUS EV,18.08,19.78,14,11,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
本溪,纯电动,1820,秦EV,12.99,16.98,1,17,34,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
包头,纯电动,5008,海豚,10.28,13.08,1,77,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
包头,纯电动,4629,哪吒V,7.99,12.38,2,24,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
包头,纯电动,3710,科莱威CLEVER,5.9999,5.9999,3,23,77,荣威,上汽集团,5.9999万,6.00万
包头,纯电动,5248,元PLUS,13.78,16.58,4,16,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
包头,纯电动,5343,问界M5,25.98,33.18,5,15,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
包头,纯电动,4300,汉EV,21.48,32.98,6,14,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
包头,纯电动,5859,长安Lumin,4.89,6.39,7,13,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
包头,纯电动,5306,长安深蓝SL03,16.89,69.99,8,11,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
亳州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,196,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
亳州,纯电动,4629,哪吒V,7.99,12.38,2,151,226,哪吒汽车,合众汽车,7.99-12.38万,7.69-12.08万
亳州,纯电动,5859,长安Lumin,4.89,6.39,3,126,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
亳州,纯电动,1101,小蚂蚁,7.39,9.4,4,114,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
亳州,纯电动,5257,QQ冰淇淋,3.99,5.752,5,90,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
亳州,纯电动,5008,海豚,10.28,13.08,6,76,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
亳州,纯电动,3275,哪吒U,12.38,18.58,7,46,173,哪吒汽车,合众汽车,12.38-18.58万,12.38-18.58万
亳州,纯电动,5248,元PLUS,13.78,16.58,8,45,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
亳州,纯电动,4819,花仙子,6.69,9.09,9,37,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
亳州,纯电动,3710,科莱威CLEVER,5.9999,5.9999,10,28,77,荣威,上汽集团,5.9999万,6.00万
亳州,纯电动,4272,零跑T03,7.95,9.65,11,25,347,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
亳州,纯电动,5817,几何E,8.68,13.18,12,24,53,几何汽车,几何汽车,8.68-13.18万,8.18-12.68万
亳州,纯电动,4635,欧拉好猫,12.99,17.1,13,23,245,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
亳州,纯电动,4224,风光E1,6.78,7.38,14,21,1,东风风光,东风小康,6.78-7.38万,6.77-7.37万
亳州,纯电动,1820,秦EV,12.99,16.98,15,21,34,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
亳州,纯电动,5579,海豹,20.98,28.68,16,16,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
亳州,纯电动,4300,汉EV,21.48,32.98,17,16,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
亳州,纯电动,5306,长安深蓝SL03,16.89,69.99,18,15,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
亳州,纯电动,5343,问界M5,25.98,33.18,19,11,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
亳州,纯电动,4814,AION Y,13.76,18.98,20,11,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
亳州,纯电动,4688,枫叶80v,8.98,15.98,21,11,5,睿蓝汽车,睿蓝汽车,8.98-15.98万,8.98-15.88万
亳州,纯电动,1655,东风风神E70,14.28,15.38,22,11,22,东风风神,东风乘用车,14.28-15.38万,13.28-15.38万
滨州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,325,524,五菱汽车,上汽通用五菱,3.28-9.99万,2.78-9.49万
滨州,纯电动,5008,海豚,10.28,13.08,2,118,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
滨州,纯电动,5859,长安Lumin,4.89,6.39,3,116,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
滨州,纯电动,5248,元PLUS,13.78,16.58,4,65,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
滨州,纯电动,1101,小蚂蚁,7.39,9.4,5,60,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
滨州,纯电动,4629,哪吒V,7.99,12.38,6,36,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
滨州,纯电动,5093,宝骏KiWi EV,7.78,10.28,7,31,109,宝骏,上汽通用五菱,7.78-10.28万,6.98-9.48万
滨州,纯电动,4300,汉EV,21.48,32.98,8,30,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
滨州,纯电动,5257,QQ冰淇淋,3.99,5.752,9,29,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
滨州,纯电动,4224,风光E1,6.78,7.38,10,27,1,东风风光,东风小康,6.78-7.38万,6.78-7.38万
滨州,纯电动,4814,AION Y,13.76,18.98,11,26,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
滨州,纯电动,5817,几何E,8.68,13.18,12,24,53,几何汽车,几何汽车,8.68-13.18万,8.68-13.18万
滨州,纯电动,5579,海豹,20.98,28.68,13,18,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
滨州,纯电动,4272,零跑T03,7.95,9.65,14,18,347,零跑汽车,零跑汽车,7.95-9.65万,7.75-9.45万
滨州,纯电动,5217,大众ID.3,14.9888,18.5288,15,17,211,大众,上汽大众,14.9888-18.5288万,14.99-18.53万
滨州,纯电动,4819,花仙子,6.69,9.09,16,17,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
滨州,纯电动,4540,宋PLUS EV,18.08,19.78,17,15,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
滨州,纯电动,4258,ID.4 X,18.9288,28.6288,18,13,323,大众,上汽大众,18.9288-28.6288万,18.93-28.63万
滨州,纯电动,3710,科莱威CLEVER,5.9999,5.9999,19,13,77,荣威,上汽集团,5.9999万,6.00万
滨州,纯电动,5306,长安深蓝SL03,16.89,69.99,20,12,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
滨州,纯电动,5343,问界M5,25.98,33.18,21,11,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
白城,纯电动,5092,红旗E-QM5,12.28,20.78,1,120,24,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
百色,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,76,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
百色,纯电动,3710,科莱威CLEVER,5.9999,5.9999,2,27,77,荣威,上汽集团,5.9999万,6.00万
百色,纯电动,5859,长安Lumin,4.89,6.39,3,26,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
百色,纯电动,1101,小蚂蚁,7.39,9.4,4,26,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
百色,纯电动,5248,元PLUS,13.78,16.58,5,23,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
百色,纯电动,4629,哪吒V,7.99,12.38,6,21,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
百色,纯电动,4819,花仙子,6.69,9.09,7,20,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
百色,纯电动,5817,几何E,8.68,13.18,8,16,53,几何汽车,几何汽车,8.68-13.18万,7.98-12.68万
百色,纯电动,3351,启辰D60 EV,14.4775,17.88,9,15,11,启辰,东风日产启辰,14.4775-17.88万,12.98-16.88万
百色,纯电动,4388,悦虎,7.18,8.28,10,13,6,大运,大运汽车,7.18-8.28万,7.18-8.28万
白山,纯电动,5092,红旗E-QM5,12.28,20.78,1,32,24,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
白银,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,35,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
白银,纯电动,4503,凌宝BOX,4.18,6.88,2,12,7,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
宝鸡,纯电动,735,帝豪EV,14.68,16.98,1,268,24,几何汽车,几何汽车,14.68-16.98万,13.68-15.58万
宝鸡,纯电动,4499,五菱宏光MINIEV,3.28,9.99,2,42,524,五菱汽车,上汽通用五菱,3.28-9.99万,2.98-9.99万
宝鸡,纯电动,5248,元PLUS,13.78,16.58,3,28,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
宝鸡,纯电动,5008,海豚,10.28,13.08,4,22,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
宝鸡,纯电动,4629,哪吒V,7.99,12.38,5,21,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
宝鸡,纯电动,4540,宋PLUS EV,18.08,19.78,6,15,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
宝鸡,纯电动,5859,长安Lumin,4.89,6.39,7,12,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
保山,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,148,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
保山,纯电动,5859,长安Lumin,4.89,6.39,2,25,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
保山,纯电动,5008,海豚,10.28,13.08,3,22,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
保山,纯电动,5257,QQ冰淇淋,3.99,5.752,4,19,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
